msgid,msgstr
User {0} does not have access to this document,Používateľ {0} nemá prístup k tomuto dokumentu
User {0} does not have doctype access via role permission for document {1},Používateľ {0} nemá prístup k typu dokumentu cez oprávnenie roly pre dokument {1}
User {0} does not have the permission to create a Workspace.,Používateľ {0} nemá povolenie na vytvorenie pracovného priestoru.
User {0} has requested for data deletion,Používateľ {0} požiadal o vymazanie dát.
User {0} impersonated as {1},Používateľ {0} sa vydával za {1}
User {0} is disabled,Používateľ {0} je zakázaný
User {0} is disabled. Please contact your System Manager.,"Používateľ {0} je deaktivovaný. Prosím, kontaktujte vášho správcu systému."
User {0} is not permitted to access this document.,Používateľ {0} nemá povolenie na prístup k tomuto dokumentu.
Userinfo URI,URI používateľských informácií
Username,Používateľské meno
Username {0} already exists,Používateľské meno {0} už existuje
Users,Používatelia
Users assigned to the reference document will get points.,Používatelia priradení k referenčnému dokumentu získajú body.
Users with role {0}:,Používatelia s rolou {0}:
Uses system's theme to switch between light and dark mode,Používa systémovú tému na prepínanie medzi svetlým a tmavým režimom
Using this console may allow attackers to impersonate you and steal your information. Do not enter or paste code that you do not understand.,"Používanie tejto konzoly môže umožniť útočníkom, aby sa vydávali za vás a ukradli vaše informácie. Nevkladajte ani nevkladajte kód, ktorému nerozumiete."
Utilization,Využitie
Utilization %,Využitie %
Valid,Platný
Valid Login id required.,Je potrebné platné prihlasovacie ID.
Valid email and name required,Platný e-mail a meno sú potrebné
Validate Field,Overiť pole
Validation Error,Chyba validácie
Validity,Platnosť
Value,Hodnota
Value Based On,Hodnota založená na
Value Change,Zmena hodnoty
Value Changed,Hodnota zmenená
Value To Be Set,"Hodnota, ktorú treba nastaviť"
Value cannot be changed for {0},Hodnota sa nedá zmeniť pre {0}
Value cannot be negative for,Hodnota nemôže byť záporná pre
Value cannot be negative for {0}: {1},Hodnota nemôže byť záporná pre {0}: {1}
Value for a check field can be either 0 or 1,Hodnota pre zaškrtávacie pole môže byť buď 0 alebo 1
Value for field {0} is too long in {1}. Length should be lesser than {2} characters,Hodnota pre pole {0} je príliš dlhá v {1}. Dĺžka by mala byť menšia ako {2} znakov
Value for {0} cannot be a list,Hodnota pre {0} nemôže byť zoznam
Value from this field will be set as the due date in the ToDo,Hodnota z tohto poľa bude nastavená ako termín v Úlohe (ToDo)
Value missing for,Hodnota chýba pre
Value must be one of {0},Hodnota musí byť jedna z {0}
Value to Validate,Hodnota na overenie
Value too big,Hodnota je príliš veľká
Value {0} missing for {1},Hodnota {0} chýba pre {1}
Value {0} must be in the valid duration format: d h m s,Hodnota {0} musí byť v platnom formáte trvania: d h m s
Value {0} must in {1} format,Hodnota {0} musí byť vo formáte {1}
Values Changed,Zmenené hodnoty
Verdana,Verdana
Verification,Overenie
Verification Code,Overovací kód
Verification Link,Overovací odkaz
Verification code email not sent. Please contact Administrator.,"Overovací kód e-mailu nebol odoslaný. Prosím, kontaktujte administrátora."
Verification code has been sent to your registered email address.,Overovací kód bol odoslaný na vašu registrovanú emailovú adresu.
Verified,Overené
Verify,Overiť
Verify Password,Overiť heslo
Verifying...,Overuje sa...
Version,Verzia
Version Updated,Aktualizovaná verzia
Video URL,URL videa
View,Zobraziť
View All,Zobraziť všetko
View Blog Post,Zobraziť blogový príspevok
View Comment,Zobraziť komentár
View Full Log,Zobraziť celý záznam
View List,Zobraziť zoznam
View Log,Zobraziť záznam
View Permitted Documents,Zobraziť povolené dokumenty
View Properties (via Customize Form),Zobraziť vlastnosti (cez Prispôsobenie formulára)
View Ref,Zobraziť Ref
View Report,Zobraziť správu
View Settings,Zobraziť nastavenia
View Switcher,Prepínač zobrazenia
View Website,Zobraziť webovú stránku
View document,Zobraziť dokument
View file,Zobraziť súbor
View report in your browser,Zobraziť správu vo vašom prehliadači
View this in your browser,Zobraziť to vo vašom prehliadači
View your response,Zobraziť vašu odpoveď
View {0},Zobraziť {0}
Viewed By,Zobrazené kým
Views,Zobrazenia
Virtual,Virtuálne
Virtual DocType {} requires a static method called {} found {},Virtuálny DocType {} vyžaduje statickú metódu nazývanú {} nájdenú {}
Virtual DocType {} requires overriding an instance method called {} found {},Virtuálny DocType {} vyžaduje prekrytie inštančnej metódy nazývanej {} nájdenej {}
Visibility,Viditeľnosť
Visit,Návšteva
Visit Web Page,Navštíviť webovú stránku
Visitor ID,Identifikačné číslo návštevníka
Want to discuss?,Chcete diskutovať?
Warehouse,Sklad
Warning,Upozornenie
Warning: DATA LOSS IMMINENT! Proceeding will permanently delete following database columns from doctype {0}:,Upozornenie: HROZÍ STRATA DÁT! Pokračovaním budú natrvalo vymazané nasledujúce stĺpce databázy z doctype {0}:
Warning: Unable to find {0} in any table related to {1},Upozornenie: Nie je možné nájsť {0} v žiadnej tabuľke súvisiacej s {1}
Warning: Updating counter may lead to document name conflicts if not done properly,"Varovanie: Aktualizácia čítača môže viesť ku konfliktom názvov dokumentov, ak nie je vykonaná správne"
Was this article helpful?,Boli tieto informácie užitočné?
Watch Tutorial,Pozrieť si tutoriál
Watch Video,Sledovať video
We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customize it as you wish,"Nepovoľujeme úpravy tohto dokumentu. Jednoducho kliknite na tlačidlo Upraviť na stránke pracovného priestoru, aby ste sprístupnili úpravy svojho pracovného priestoru a prispôsobili si ho podľa svojich predstáv."
We have received a request for deletion of {0} data associated with: {1},Dostali sme žiadosť o vymazanie údajov {0} spojených s: {1}
We have received a request from you to download your {0} data associated with: {1},Dostali sme od vás žiadosť o stiahnutie vašich {0} údajov spojených s: {1}
We've received your query!,Dostali sme vašu otázku!
Weak,Slabé
Web Form,Webový formulár
Web Form Field,Webový formulár (pole)
Web Form Fields,Polia webového formulára
Web Form List Column,Zoznam stĺpcov webového formulára
Web Page,Webová stránka
Web Page Block,Blok webovej stránky
Web Page URL,URL webovej stránky
Web Page View,Zobrazenie webstránky
Web Site,Webová stránka
Web Template,Webová šablóna
Web Template Field,Pole webovej šablóny
Web Template Values,Hodnoty webovej šablóny
Web Template is not specified,Šablóna webu nie je špecifikovaná
Web View,Zobrazenie webu
Webhook,Webhook
Webhook Data,Údaje webového hooku
Webhook Header,Hlavička webhooku
Webhook Headers,Hlavičky webhooku
Webhook Request,Požiadavka Webhook
Webhook Request Log,Záznam požiadaviek Webhooku
Webhook Secret,Webhook Secret
Webhook Security,Bezpečnosť webhooku
Webhook Trigger,Spúšťač webhooku
Webhook URL,URL pre Webhook
Website,Webstránka
Website Analytics,Webová analytika
Website Manager,Manažér webstránky
Website Meta Tag,Meta tag webovej stránky
Website Route Meta,"""Meta trasa webstránky"""
Website Route Redirect,Presmerovanie cesty webovej stránky
Website Script,Skript webstránky
Website Search Field,Pole pre vyhľadávanie na webovej stránke
Website Search Field must be a valid fieldname,Pole vyhľadávania na webovej stránke musí byť platným názvom poľa
Website Settings,Nastavenia webstránky
Website Sidebar,Postranný panel webovej stránky
Website Sidebar Item,Položka postranného panelu webu
Website Slideshow,Prezentácia na webovej stránke
Website Slideshow Item,Položka slideshow webu
Website Theme,Webová téma
Website Theme Ignore App,Ignorovanie aplikácie témy webovej stránky
Website Theme Image,Obrázok témy webovej stránky
Website Theme image link,Odkaz na obrázok témy webovej stránky
Websocket,Websocket
Wednesday,Streda
Week,Týždeň
Weekdays,Pracovné dni
Weekly,Týždenne
Weekly Long,Týždenný dlhý
Welcome,Vitajte
Welcome Email Template,Šablóna uvítacieho emailu
Welcome URL,Vitajte URL adresa
Welcome Workspace,Vitajte v pracovnom priestore
Welcome email sent,Uvítací email odoslaný
Welcome to {0},Vitajte v {0}
What's New,Čo je nové
"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.","Keď je toto povolené, umožní to hosťom nahrávať súbory do vašej aplikácie. Môžete to povoliť, ak chcete zbierať súbory od používateľov bez toho, aby sa museli prihlásiť, napríklad vo webovom formulári žiadosti o zamestnanie."
"When sending document using email, store the PDF on Communication. Warning: This can increase your storage usage.","Pri odosielaní dokumentu pomocou e-mailu, uložte PDF do Komunikácie. Upozornenie: Toto môže zvýšiť využitie vášho úložného priestoru."
"When uploading files, force the use of the web-based image capture. If this is unchecked, the default behavior is to use the mobile native camera when use from a mobile is detected.","Pri nahrávaní súborov vynútiť použitie webového snímania obrázkov. Ak nie je zaškrtnuté, predvoleným správaním je použiť natívnu kameru mobilného zariadenia, keď je zistené použitie z mobilu."
"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Keď upravíte dokument po jeho zrušení a uložení, dostane nové číslo, ktoré je verziou starého čísla."
Which view of the associated DocType should this shortcut take you to?,Ku ktorému zobrazeniu priradeného DocType by vás mala táto skratka presmerovať?
Width,Šírka
Widths can be set in px or %.,Šírky možno nastaviť v px alebo %.
Wildcard Filter,Filter s džokerom
"Will add ""%"" before and after the query","Pridá ""%"" pred a za dotaz"
Will be used in url (usually first name).,Bude použitý v URL (zvyčajne krstné meno).
Will be your login ID,Bude vaším prihlasovacím ID
Will only be shown if section headings are enabled,"Bude zobrazené len v prípade, že sú povolené nadpisy sekcií"
Will run scheduled jobs only once a day for inactive sites. Default 4 days if set to 0.,"Bude spúšťať naplánované úlohy len raz denne pre neaktívne stránky. Predvolene 4 dni, ak je nastavené na 0."
With Letter head,S hlavičkou listu
Worflow States Don't Exist,Stavy pracovného toku neexistujú
Worker Information,Informácie o pracovníkovi
Worker Name,Meno pracovníka
Workflow,Pracovný postup
Workflow Action,Akcia pracovného postupu
Workflow Action Master,Hlavný úkon pracovného postupu
Workflow Action Name,Názov akcie pracovného postupu
Workflow Action Permitted Role,Povolená rola akcie pracovného postupu
Workflow Action is not created for optional states,Akcia pracovného toku nie je vytvorená pre voliteľné stavy
